uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil,se,t,pvalue,type_uitkomstmaat
Alg_gez_0goed_1slecht,6,Dienst Gezondheid & Jeugd ZHZ,0.20183664029712162,0.19108981194048735,0.21258346865375588,GGD Zeeland,0.24141080905734208,True,False,-0.03957416876022046,0.005483156619367935,36.810300034870814,4.970038120242889e-296,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Zeeland,0.24141080905734208,0.2298791785457568,0.25294243956892737,GGD Zeeland,0.24141080905734208,False,False,0.0,0.005883571791920442,41.031335657169535,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD West-Brabant,0.24231217172154984,0.2321244880730162,0.25249985537008346,GGD Zeeland,0.24141080905734208,False,False,0.0,0.005197874496525254,46.61754951635211,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Hart voor Brabant,0.24297775320674078,0.23454044470737406,0.2514150617061075,GGD Zeeland,0.24141080905734208,False,False,0.0,0.0043048127701223226,56.443280156836295,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Brabant-Zuidoost,0.25076698753771054,0.24144375357723352,0.26009022149818756,GGD Zeeland,0.24141080905734208,False,False,0.0,0.004756822227717765,52.717334290212456,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Limburg-Noord,0.23508038699530182,0.22662093732200309,0.24353983666860055,GGD Zeeland,0.24141080905734208,False,False,0.0,0.004316109454165021,54.46580757317231,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Zuid-Limburg,0.2422047082495686,0.23643118373864813,0.24797823276048908,GGD Zeeland,0.24141080905734208,False,False,0.0,0.0029457192474460522,82.22260436379361,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Flevoland,0.23324381016387358,0.2088003846954971,0.25768723563225004,GGD Zeeland,0.24141080905734208,False,False,0.0,0.01247131951020852,18.70241637005207,5.186208141031361e-78,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Groningen,0.2334204014639458,0.2231753409261117,0.2436654620017799,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.005227148851704886,44.655395912020644,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Fryslân,0.20909384307044068,0.1998578537956851,0.21832983234519626,GGD West-Brabant,0.24231217172154984,True,False,-0.03321832865110916,0.004712308975980308,44.37184491429546,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Drenthe,0.21335526286472192,0.19928571905859813,0.22742480667084572,GGD West-Brabant,0.24231217172154984,True,False,-0.028956908856827918,0.007178444624958688,29.721656154163032,7.224114431836598e-194,Gezondheid
Alg_gez_0goed_1slecht,6,GGD IJsselland,0.21980237245870968,0.2067388415490206,0.23286590336839874,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.0066651651634094256,32.97778330616407,4.090629582831409e-238,Gezondheid
